method,checkpoint,n_total_picks,hit_rate,base_rate,lift,n_total_top5,hit_rate_top5,lift_top5,lift_delta_vs_B0,lift_delta_vs_B1
S4_filterA_sectorRS,10:45,1275,0.8319012416794676,0.3942493356529719,0.43765190602649556,1097,0.8333333333333333,0.43908399768036144,0.04117543522785455,-0.016167434715821827
S4_filterA_sectorRS,11:00,1237,0.8382184459805428,0.3942493356529719,0.44396911032757086,1084,0.8418010752688173,0.44755173961584527,0.04184747823860724,-0.016684267793138807
S4_filterA_sectorRS,11:15,1207,0.8514800947260626,0.3942493356529719,0.4572307590730905,1061,0.8500000000000001,0.4557506643470281,0.05188332053251399,-0.011279121863799368
S4_filterA_sectorRS,11:30,1187,0.8543906810035842,0.3942493356529719,0.46014134535061235,1047,0.8536290322580645,0.4593796966050926,0.05237455197132612,-0.012301587301587258
S5_marketRS_nofilter,09:25,2480,0.730241935483871,0.3942493356529719,0.3359925998308991,1240,0.7346774193548388,0.3404280837018668,0.0,-0.024335957501280092
S5_marketRS_nofilter,09:45,2480,0.7592741935483871,0.3942493356529719,0.3650248578954152,1240,0.8080645161290323,0.41381518047606036,0.0,-0.04069700460829495
S5_marketRS_nofilter,10:00,2480,0.7685483870967742,0.3942493356529719,0.3742990514438023,1240,0.8233870967741935,0.42913776112122165,0.0,-0.045873335893497125
S5_marketRS_nofilter,10:15,2480,0.7814516129032258,0.3942493356529719,0.3872022772502539,1240,0.8411290322580645,0.44687969660509264,0.0,-0.0492943548387097
S5_marketRS_nofilter,10:30,2480,0.7842741935483871,0.3942493356529719,0.39002485789541524,1240,0.8467741935483871,0.4525248578954152,0.0,-0.05739727342549922
S5_marketRS_nofilter,10:45,2480,0.7907258064516128,0.3942493356529719,0.396476470798641,1240,0.8524193548387097,0.4581700191857378,0.0,-0.05734286994367638
S5_marketRS_nofilter,11:00,2480,0.7963709677419355,0.3942493356529719,0.4021216320889636,1240,0.8564516129032258,0.4622022772502539,0.0,-0.058531746031746046
S5_marketRS_nofilter,11:15,2480,0.7995967741935485,0.3942493356529719,0.40534743854057653,1240,0.8556451612903225,0.46139582563735065,0.0,-0.06316244239631336
S5_marketRS_nofilter,11:30,2480,0.802016129032258,0.3942493356529719,0.40776679337928623,1240,0.8653225806451613,0.4710732449921894,0.0,-0.06467613927291338
S5_sectorRS_nofilter,09:25,1799,0.7098774321556579,0.3942493356529719,0.31562809650268603,1216,0.6893817204301075,0.29513238477713566,-0.020364503328213046,-0.04470046082949314
S5_sectorRS_nofilter,09:45,1784,0.7434667818740399,0.3942493356529719,0.34921744622106804,1224,0.7501344086021505,0.35588507294917865,-0.015807411674347183,-0.056504416282642134
S5_sectorRS_nofilter,10:00,1782,0.7521953405017922,0.3942493356529719,0.3579460048488202,1221,0.7625672043010753,0.3683178686481034,-0.0163530465949821,-0.062226382488479226
S5_sectorRS_nofilter,10:15,1783,0.763759280593958,0.3942493356529719,0.36950994494098616,1218,0.7729838709677419,0.37873453531477,-0.017692332309267755,-0.06698668714797745
S5_sectorRS_nofilter,10:30,1785,0.7649769585253456,0.3942493356529719,0.37072762287237376,1222,0.7814516129032258,0.3872022772502539,-0.01929723502304148,-0.0766945084485407
S5_sectorRS_nofilter,10:45,1763,0.7721598182283667,0.3942493356529719,0.3779104825753947,1217,0.7905241935483871,0.3962748578954152,-0.018565988223246288,-0.07590885816692267
S5_sectorRS_nofilter,11:00,1758,0.7774961597542243,0.3942493356529719,0.3832468241012524,1221,0.7938844086021505,0.39963507294917866,-0.01887480798771124,-0.07740655401945729
S5_sectorRS_nofilter,11:15,1749,0.7820420506912443,0.3942493356529719,0.3877927150382724,1216,0.7977150537634409,0.403465718110469,-0.017554723502304137,-0.0807171658986175
S5_sectorRS_nofilter,11:30,1735,0.7880760368663595,0.3942493356529719,0.39382670121338753,1211,0.8030913978494624,0.40884206219649044,-0.013940092165898699,-0.07861623143881208
